username,location,text,created_at
MeekonMingMong,"Location, location.","RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
AlexxyLesya,"Galati,Romania","RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
AlexxyLesya,"Galati,Romania",RT @PeteWishart: Never forget. This is not our Brexit. #BrexitDay https://t.co/KcodRfBOFG,2020-02-05
mmusJu,"London, England","RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
bodgerb70,"Langley Mill, England","RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
andyvas16,"California, USA","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
janewildish57,United Kingdom,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
nethanglenn,Barrow in furness,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
PhotoLawn,London,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
LindaLarsonKemp,DC metropolitan area,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
puggawithahardr,,"RT @barrystantonGBP: under evropian eunion:
groomin gangs 
imgrints 
mosk on every corner 
sermali pirate 
grime
homersexual pride year rou…",2020-02-05
tempora_magda,"Brighton, England","RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
gasgastony,Bristol GB,"RT @BrexitKite: More than just a couple of hundred then!

We were in the middle and hadn’t appreciated how many had joined in the last hour…",2020-02-05
EdZombO,The Great British Empire,"RT @barrystantonGBP: under evropian eunion:
groomin gangs 
imgrints 
mosk on every corner 
sermali pirate 
grime
homersexual pride year rou…",2020-02-05
colive2,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
fc_norf,NORF,"RT @barrystantonGBP: under evropian eunion:
groomin gangs 
imgrints 
mosk on every corner 
sermali pirate 
grime
homersexual pride year rou…",2020-02-05
biancarobinson,Saltburn by the Sea,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
DevinJohnDoyle,"France, mostly.","RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
MikeH_PR,France,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
HoffHenning,"Berlin, Germany",Martin Wolf is not mincing his words (as per usual) re: Boris Johnson’s “unrealistic” negotiation positions; but th… https://t.co/IR6Byj5mML,2020-02-05
urbangenii,,RT @Cornish_Damo: #BrexitDay has finally passed and we're out. But is it really all over as the media keeps telling us? No chance! It's jus…,2020-02-05
EVuiart,RT ≠ endorsement,"RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
hotpotatoe1,HOUSTON,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
artosdewit,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
TXSpiritSister,Texas,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
BarryJM_Guitar,"Cheshire, England ","RT @SirStevoTimothy: In case you missed it 😉

#rtept #BrexitDay #Brexit",2020-02-05
BoswellVikki,,"RT @SkyNews: This is the moment the Union Flag was removed from the EU Council building in Brussels ahead of #Brexit.

Follow #BrexitDay li…",2020-02-05
debtbust1,On the planet.,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
HollyUK105,Scotland,RT @PWMartin_Leith: I won't be the only SNP membership secretary today who's seen yet another surge in branch numbers following Fridays #Br…,2020-02-05
urbangenii,,"RT @Rachael_Swindon: I think Nigel Farage would rather you forget about this clip I’ve just put together. 

You probably won’t find a much…",2020-02-05
quannsteve,,RT @MrKennethClarke: One of the more productive days since retiring. Ready for #BrexitDay 😥 https://t.co/kOjKkscRcl,2020-02-05
mimicandothis,"California, USA","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
DanielPilotte,"Marseille, France Allez L'OM ","RT @racinesdavenir: Goodbye and good luck ! All our wishes for the future of #GreatBritain ! 🇨🇵 &amp; 🇬🇧

@Nigel_Farage #BrexitDay #GetBrexitDo…",2020-02-05
raybae689,"Queens, NY","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
ANDYC2311,London & Woking (from Leeds!),"RT @TheFastShow1: Whether #BrexitDay invokes feelings of delight, despair or indifference for you, I hope this short clip brings a smile to…",2020-02-05
ggargiulo3,,"RT @LSEEcon: In a personal essay, @johnvanreenen reflects both on the emotional colouring of #BrexitDay, and on the economic costs implied…",2020-02-05
paulblakeauthor,"London, England","RT @paulblakeauthor: My latest short story - Project Aegis. A time-travelling hitman waits by an airfield for @Nigel_Farage.

https://t.co/…",2020-02-05
richardm680923,"England, United Kingdom","RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
dmrussell62,Another Scotland Possibly.,"RT @TheIDSmiths: As a special #BrexitDay treat, Wetherspoons guy Tim Martin will perform a song by his famous cousin Ricky https://t.co/b9w…",2020-02-05
dmrussell62,Another Scotland Possibly.,RT @TheIDSmiths: Priti Patel marks #BrexitDay with the barnstorming “Smirking 9 to 5” https://t.co/xpN5rjwESi,2020-02-05
CFBranchCPB,"Cardiff, Wales","RT @ycl_britain: YCL General Secretary, Johnnie Hunter, today on the beginning of the process for Britain leaving the EU 🔴🗣🎙 #Brexit #EU #B…",2020-02-05
Anory12Jack,Bermuda,RT @JamesMelville: Today is a sad day. Brexit is what happens when a false sense of superiority combines with a false sense of victimhood.…,2020-02-05
LSEEcon,"London, UK","In a personal essay, @johnvanreenen reflects both on the emotional colouring of #BrexitDay, and on the economic cos… https://t.co/kcmwSR9OqR",2020-02-05
AwaniGeorgina,"Port Harcourt, Nigeria","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
mjdeane79,"Leeds, UK","RT @StrongerStabler: We arrive at the point of no return. The liars have won the battle. They will continue to lie, to spin, to blame the '…",2020-02-05
PatHallWilts,"EU, UK","RT @SueScarrott: ""Staff at one of Livingston's oldest factories were given the shocking news their workplace was closing on #BrexitDay
The…",2020-02-05
mjdeane79,"Leeds, UK","RT @StrongerStabler: Brexit will benefit the media moguls, the ultra-rich and those countries that want to profit from breaking up the EU.…",2020-02-05
AVeltman1,"Noord-Holland, Nederland","RT @DarrenPlymouth: Goodbye #EU.

#BrexitDay🇬🇧 
https://t.co/jtDHZtCGBd",2020-02-05
LottieHumeMusic,Wakefield,"RT @SharonRoseLive: Oh, hey #BrexitDay . Meet Hamilton, The Musical. A show about an immigrant who despite all the odds, did some pretty do…",2020-02-05
Leah34589130,"London, England",RT @RobLangley_UK: The moment we left the EU #BrexitDay https://t.co/KFwZenlQsG,2020-02-05
Funeralsupplies,"Swadlincote, Derbyshire U.K","RT @Funeralsupplies: #BrexitDay 

We are Rose House Funeral Supplies single source supplies to the funeral profession.

We supply Quality e…",2020-02-05
Digimus,Manchester,"RT @BrexitKite: More than just a couple of hundred then!

We were in the middle and hadn’t appreciated how many had joined in the last hour…",2020-02-05
CDWSVW,"Oregon, USA","RT @BardsOfWar: Bigger than you know.

The world is changing. 
Congratulations UK. You are finally tasting FREEDOM.

#BrexitDay. 
#WWG1WGA.",2020-02-05
StrongConsti,"Constitution Street, Leith",RT @PWMartin_Leith: I won't be the only SNP membership secretary today who's seen yet another surge in branch numbers following Fridays #Br…,2020-02-05
TrevorRosenfels,"Morristown, TN","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
SunnyVaram,,RT @SunnyVaram: What you have achieved after getting out of the European Union (EU) with #BrexitDay #BrexitReality ! https://t.co/UyN9TR2BVR,2020-02-05
lewaxel,"London, England",RT @RobLangley_UK: The moment we left the EU #BrexitDay https://t.co/KFwZenlQsG,2020-02-05
Lupita67713215,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
maeve41963761,,"RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
nsm3uk,"Worcestershire, UK","RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
DaveWestham582,"London, England",RT @RobLangley_UK: The moment we left the EU #BrexitDay https://t.co/KFwZenlQsG,2020-02-05
ATSocialMediaUK,UK,"RT @TheoPaphitis: There are so many opportunities out there - let's go for it, &amp; now we know the cards we've been dealt to play with - let…",2020-02-05
Nigelsmate,,"RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
saiyan_cthulhu,Partout,RT @CH_Gallois: @brexitparty_uk @LeaveMnsLeave @BrexitAlex It has been an honour and a real pleasure to be invited by my friends from @brex…,2020-02-05
Adreetanipa,"Dhaka, Bangladesh","RT @ahsan25041: Hello

Appsi is a simple HTML5 app landing Template with a modern look. 
HTML files are well organized and named accordingl…",2020-02-05
africarising__,,"RT @WeAreTheMU: We may be leaving the EU today. But the fight to protect musicians #workingintheEU is far from over.

Sign the petition for…",2020-02-05
USA6365,07960,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
fuegosbrain,every neighbourhood,RT @fuegosbrain: brexit day is here. grab your tea.. you'll need it🐸☕️https://t.co/Wf708ys4u4 #brexit #brexitday #BorisJohnson #Europe #eur…,2020-02-05
beachclubart,Alabama,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
fabio_franchino,,"RT @sarahobolt: On this #BrexitDay @jepp_journal  is publishing a Special Issue, edited by @tonirodon and myself, on Domestic Contestation…",2020-02-05
kennykingtweet,,"RT @Telegraph: The front page of tomorrow's Daily Telegraph:

'Johnson ramps up pressure on EU'

#TomorrowsPapersToday #Brexit #BrexitDay h…",2020-02-05
megobaro,Home Again,"RT @PiersPd0930: #thick #BrexitDay #BrexitShambles #DissolveTheUnion 
@theSNP @newssnp Where I bailed to on Brexit day https://t.co/p6mUvNj…",2020-02-05
PennyAnneSingl2,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
TweniIn,,RT @mosesbusinge85: As Britain achieved #BrexitDay may we all know that this being achieved was prophesied by #ProphetElvisMbonye as far ba…,2020-02-05
10thCrusader,"Bellevue, Washington, USA","RT @_BlackMessiah_: It's finally here. 
#Brexit #BrexitDay #HappyBrexitDay #Saltmining #Remoantards 

Fuck off. We're finally leaving. Fuck…",2020-02-05
lawrenceturk1,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Okidoki721,,"RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
silvia_p_carter,"Paris, Ile-de-France","RT @MadeleinaKay: Everyone singing WE ARE EUROPE outside Europe House on #BrexitDay because we still believe #TheFutureisEurope 🇬🇧💔🇪🇺
WE WI…",2020-02-05
monalisa24u,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
SmealBerg,Lincolnshire,RT @RobLangley_UK: The moment we left the EU #BrexitDay https://t.co/KFwZenlQsG,2020-02-05
CGusweiler,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
LoiseOnudi,Nairobi,"RT @JilViola: Britain achieves #Brexit and leaves the European Union and true to the #PowerOfProphecy, these events were already seen by  #…",2020-02-05
southrtnlady,,"RT @RaheemKassam: Feels like the right day to BUST this picture back out.

From ⁦@realDonaldTrump⁩’s Trump Tower apartment.

Nov 10th 2016.…",2020-02-05
LouiseBarnsley1,"Stourbridge, West Mids.",RT @CH_Gallois: @brexitparty_uk @LeaveMnsLeave @BrexitAlex It has been an honour and a real pleasure to be invited by my friends from @brex…,2020-02-05
PhoebeSavage9,Lone Star State,RT @Futuristicnick: What Were the Odds? Extremely Good Chance #BrexitDay and #acquitmas  Will Take Place Within Hours of Each Other 😁🥳😁🥳 ht…,2020-02-05
GoodScienceFYou,USA,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
deplorablerdh00,USA,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Lxs,Dubai | MEA | Europe,"RT @OxfordDiplomat: “Pandora's Box 

Could not be unopened, 

No one could return to Eden”

                 - Selena Kitt, Temptation 🇪🇺…",2020-02-05
Hammerh21545004,"Florida, USA","RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
NetizenParo,"Texas, USA","RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
Obedient_1,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
ronaaan97,"Glasgow, Scotland","RT @putasinghonit: The removing of the 🇬🇧 flag from the EU lineup was missing something, so I added it. 

*waves from black cab* 

#BrexitD…",2020-02-05
LithuanianRob,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Lau0002,,"RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
empdee17,,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
MarcoD7887,Deutschland,"RT @JustInformU: Seems @youtube is not being forced to CENSOR #TommyRobinson since the #BrexitDay FREEDOM DAY!
Thanks @realDonaldTrump 
#Fr…",2020-02-05
katzman_69,USA,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
rob85132729,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
LyleKlich,,RT @Futuristicnick: What Were the Odds? Extremely Good Chance #BrexitDay and #acquitmas  Will Take Place Within Hours of Each Other 😁🥳😁🥳 ht…,2020-02-05
ZeroPointEnerg7,"Qekistan, Kekland",RT @Futuristicnick: What Were the Odds? Extremely Good Chance #BrexitDay and #acquitmas  Will Take Place Within Hours of Each Other 😁🥳😁🥳 ht…,2020-02-05
cofveve925,United States,RT @Futuristicnick: What Were the Odds? Extremely Good Chance #BrexitDay and #acquitmas  Will Take Place Within Hours of Each Other 😁🥳😁🥳 ht…,2020-02-05
deplorablejoane,,"RT @GrrrGraphics: Happy #BrexitDay to all our Friends across the ""pond""  The day is finally here- Your #FlashbackFriday 2016  #BenGarrison…",2020-02-05
DennettOneprism,Alaska,RT @Futuristicnick: What Were the Odds? Extremely Good Chance #BrexitDay and #acquitmas  Will Take Place Within Hours of Each Other 😁🥳😁🥳 ht…,2020-02-05
BleddynDunn,Cymru ,RT @PWMartin_Leith: I won't be the only SNP membership secretary today who's seen yet another surge in branch numbers following Fridays #Br…,2020-02-05
leidavirginia1,Lara Venezuela,"RT @en_germany: #January31: These are the latest #news from #Germany for you! #NewsDE
❗🆕🇩🇪👉 https://t.co/139sYAbLNp

#Brexit #Britain #EU #…",2020-02-05
the_melodious1,United States,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
TerryH430,United States,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
phauxpharmer,Near Nashville,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
DanielGrabenhof,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
dougallday,"Clermont, FL","RT @prayingmedic: The day patriots took back their freedom from unelected globalist bureaucrats.
🇬🇧
#BrexitDay
https://t.co/mzhRikEeSk",2020-02-05
lamediard,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
GermanyinKenya,"Nairobi, Kenya",RT @GermanyDiplo: About a thousand pints later it's actually #BrexitDay. Still sad to see you go. Good news is: Jürgen #Klopp can continue…,2020-02-05
avlgal,"Western NC, USA","RT @HuffmanForNC: Russia &amp; Putin are celebrating today.

The British have left the European Union. The EU is weaker. #BrexitDay

Today, Sen…",2020-02-05
WendaS7,,"RT @France24_en: 🎶🎵 Crowds sing “Rule Britannia” as the clock approaches 11 GMT, the moment the #UK will officially leave the #EU

#brexitd…",2020-02-05
casebas05,Delaware,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
SchloemerMark,United States,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Hattie00,,RT @Scarfolk: “The dawn of a new era...”#BrexitDay https://t.co/Ktvnnr9MvY,2020-02-05
letgobestill,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
hickychip,,RT @Scarfolk: “The dawn of a new era...”#BrexitDay https://t.co/Ktvnnr9MvY,2020-02-05
RaNae2016,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
BooksFoxxy,New England NH USA,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
stevnj4,Right here!! England,RT @spikedonline: For three years Remoaners waved the EU flag in our faces. They called us stupid and racist. They marched through the stre…,2020-02-05
NadiaH09031848,,"RT @ColumbiaBugle: Big Moment! 

The Union Jack removed from the EU Council building in Brussels ahead of Brexit! #BrexitDay https://t.co/0…",2020-02-05
NotThatrpg,Minneapolis,RT @Gordon_HC: Glasgow dealing with #brexitday the only way it knows how. https://t.co/CaXzgvn7q8,2020-02-05
fullofshitzu,USA,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
zombie_nun,Yorkshire,RT @spikedonline: For three years Remoaners waved the EU flag in our faces. They called us stupid and racist. They marched through the stre…,2020-02-05
disenouba,"Santo Domingo, Dominican Republic",RT @LettertoEurope: #ActOnTheGap #TimesUp #RTLAKTUELL #CNN #Cachicha  #Intecrd #ListinDiario #SAT1 #ZDF #SDGs #WomensMarch #eustrivesformor…,2020-02-05
RosaledaReynoso,Dominican Republic,RT @LettertoEurope: #ActOnTheGap #TimesUp #RTLAKTUELL #CNN #Cachicha  #Intecrd #ListinDiario #SAT1 #ZDF #SDGs #WomensMarch #eustrivesformor…,2020-02-05
GloriaLaw5,United States,"RT @JudeFawley27: I lived in the UK for the three years prior to 2016, and afterwards still travelled there and considered it home... My fr…",2020-02-05
GloriaLaw5,United States,"RT @JudeFawley27: My friends, of course, are hilarious, but I recieved texts expressing the party was less fun than they had hoped. People…",2020-02-05
Marisol04326417,,RT @spikedonline: For three years Remoaners waved the EU flag in our faces. They called us stupid and racist. They marched through the stre…,2020-02-05
white_rex,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
bethofnight,Berkshire,"RT @allycarrot: If you start playing Take My Country Back by Enter Shikari at 10:59:11pm on January 31st 2020, Rou will sing “we’ve really…",2020-02-05
mssassysally,"London, England",RT @spikedonline: There have always been heated debates. But the referendum was different. We were told that if you were a Remainer you wer…,2020-02-05
mssassysally,"London, England",RT @spikedonline: For three years Remoaners waved the EU flag in our faces. They called us stupid and racist. They marched through the stre…,2020-02-05
BillovRights,The good old U.S of A,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
benz_jessie,Leicester ,"RT @DilynThe: If that knobhead tries to make me wear a bloody union jack tomorrow night, I swear to god i'm gonna bite him.
#brexiteve #Bre…",2020-02-05
LoveEU47079136,Europe,"RT @thelede_in: ""As the departing partner wants as much freedom as possible, the one who stays behind clings on to the past, trying to bind…",2020-02-05
edwardlookalike,Canada,RT @TechnicallyRon: At least the NHS will get 350 million quid a week as of tomorrow so this wasn't all just a game played by rich people t…,2020-02-05
MantillaBar,"Bogotá, D.C., Colombia","RT @SkyNews: This is the moment the Union Flag was removed from the EU Council building in Brussels ahead of #Brexit.

Follow #BrexitDay li…",2020-02-05
L38582493,"Antofagasta, Chile","RT @DEVGRU_P: Congrats to my British friends. Come, taste freedom. #BrexitDay #Brexit https://t.co/ay6NYBNwr5",2020-02-05
thelede_in,,"""As the departing partner wants as much freedom as possible, the one who stays behind clings on to the past, trying… https://t.co/Lzsk8Jf4kx",2020-02-05
nuffield_girl,UK,"RT @RichardGCorbett: This is how #Brexit was marked on Friday evening on Place Jo Cox  in Brussels 
#BrexitDay https://t.co/i4wIVvcnyE",2020-02-05
EvilFan13,,"RT @iamtheman331: BBC : ""it's a very white crowd""

Ummm... OK.

#ScrapTheLicenceFee #BrexitNight #BrexitDay #BrexitCelebration https://t.co…",2020-02-05
Stewart15517047,,"RT @UKParliament: It’s a historic day here as the UK prepares to leave the European Union 🇬🇧🇪🇺

We’re marking #BrexitDay by looking at how…",2020-02-05
TenleyHemingway,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Karenj2601,,RT @PWMartin_Leith: I won't be the only SNP membership secretary today who's seen yet another surge in branch numbers following Fridays #Br…,2020-02-05
KevinOnEarth,On Earth,"#TakeBackControl #BrexitDay #Sovereignty #IndependenceDayUK 
Thread. https://t.co/XM9LGU1Rnz",2020-02-05
AzValentine1,Everywhere,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Hanasoph,"North Wales, United Kingdom","RT @SloughForEU: It's always about the war isn't it?
A Brexit party at Kettering's Rising Sun pub singing 80 year old WW2 song ""we'll meet…",2020-02-05
BluePentadragon,P O R T O,"RT @HerminioCerq: A message from Brian Eno on #BrexitDay  – and a reply

https://t.co/pVSkiAWyHC",2020-02-05
hmh1497,Orlando,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
CYBERMAN1963,,RT @USAmbUK: The countdown is on! The UK officially leaves the EU at 11pm tonight. My message to the United Kingdom is a simple one: you ha…,2020-02-05
jueh66,,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
SeaCurrentKite,,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
patriotpowermom,,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
stryker1775,United States,"RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
Pedrocolmf,,"RT @en_germany: #January31: These are the latest #news from #Germany for you! #NewsDE
❗🆕🇩🇪👉 https://t.co/139sYAbLNp

#Brexit #Britain #EU #…",2020-02-05
suzgonzo,USA,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
lawlerchuck1,"Arizona, USA","RT @AmyMek: WARNING: When Will ALL of Europe Rise Up? 

MORE proof that the European Union is about becoming an authoritarian Soviet like b…",2020-02-05
LAMBDENA,Central Scotland,"RT @LocutusBrussels: This is a fantastic video - so glad I was a part of the #BrexitDay celebrations there at #ParliamentSquare.

Great cro…",2020-02-05
CarbonSprint,United Kingdom,RT @Riversparkle: We live in the best country in the world. We live in a democracy. #BrexitFestival #BrexitDay #Brexit,2020-02-05
SerenityLeeElf,,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
Athiradhan3,,"RT @mpk_prabha: Britain leaving EU will be its worst nightmare in the future.
Rascists won finally... 
You gotta feel for the public out th…",2020-02-05
ming_mongo,Planet Mongo,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
Tina_Johnsun,,RT @CrypcoreDotCom: Those who think that the current crypto bull run is profitable should checkout Crypcore to see how they can earn more o…,2020-02-05
ReynoldPratt,"Florida, USA","RT @MillerCrime: As always, Stephen Miller’s white supremacist #immigration policy is quietly enacted in moments of crisis

#RIPAmerica #co…",2020-02-05
njgop1,The REAL Jersey Shore,"RT @RealCandaceO: As many of you know, my husband is British and my father-in-law sits in the House of Lords. 
Safe to say the Farmer house…",2020-02-05
johnjames_1993,🕳️ BritishIndependance 🕳️,RT @LocutusBrussels: @johnjames_1993 This is a fantastic video - so glad I was a part of the #BrexitDay celebrations there at #ParliamentSq…,2020-02-05
dr4sue,,"RT @Charles_HRH: Only the British could tyrannically invade and colonise half the world, then leave the EU due to immigration. #BrexitDay",2020-02-05
TracyAnnLilly11,"Dover, England",RT @Ash_Hirani: Thanks @IncMonocle for some lovely pics of my little #ShantiHirani at the @LeaveMnsLeave #BrexitDay celebrations in #Parlia…,2020-02-05
LocutusBrussels,Democracy is futile,@johnjames_1993 This is a fantastic video - so glad I was a part of the #BrexitDay celebrations there at… https://t.co/HzqPi4TPKU,2020-02-05
LocutusBrussels,Democracy is futile,"This is a fantastic video - so glad I was a part of the #BrexitDay celebrations there at #ParliamentSquare.

Great… https://t.co/t2swEIsweb",2020-02-05
GilfoyleJohn,From sunny Winsford! ,RT @CH_Gallois: @brexitparty_uk @LeaveMnsLeave @BrexitAlex It has been an honour and a real pleasure to be invited by my friends from @brex…,2020-02-05
globejusticegjj,"New York, USA",RT @RadioSavana: Fuck 🇪🇺 #Ue. #Brexit #BrexitReality #BrexitDay #exIT 🇬🇧 🇮🇹 #RadioSavana https://t.co/pGZJG8mD6R,2020-02-05
DIGADA1,,"RT @rebeccabutlerm2: To all fellow Brits, this is a day to celebrate. With special thanks to 17.4m and the ⁦@Telegraph⁩ who kept the battle…",2020-02-05
