username,userid,nFollowers,nFollowings,FollowersToFollowing,nLists,nFavs,nPosts,geo,location,url,description,verified,bot_in_name,bot_in_des,fav_tweets,fav_retweets,fav_replies,ret_tweets,ret_retweets,ret_replies,pop_fav_tweets,pop_fav_retweets,pop_fav_replies,pop_ret_tweets,pop_ret_retweets,pop_ret_replies,nPostMention,nPostQuote,nPostPlace,Tavg,age,screen_name_len
LFranca,33566025,114874,623,184.3884430176565,608,72,37831,1,1,1,1,0,0,0,255,0,78,28,6869,4,0.0031977327447833066,0.0,0.003912520064205458,0.00035112359550561797,0.28270979956373216,0.00020064205457463884,126,1,28,392778.90452261304,87322519.0,7
LiaMarieJohnson,163645988,876132,809,1082.981458590853,1216,12224,7691,0,0,0,1,1,0,0,75254,0,1817,9638,293461,237,1.0335668177448152,0.0,0.10209012248567255,0.1323719269331136,4.478337835156954,0.013316102932913812,118,47,0,452109.310880829,125536875.0,15
theowalcott,2255036665,2331353,127,18357.110236220473,2969,68,692,1,0,1,1,1,0,0,962524,0,3504,120319,31603,158,42.5782535610015,0.0,6.897637795275591,5.322436521277536,14.637795275590552,0.3110236220472441,91,3,21,368666.2311557789,234625789.0,11
nachofi1990,176210542,2646478,682,3880.466275659824,2983,222,1733,0,0,1,1,1,0,0,1384670,0,5068,198734,1751,330,10.358713866778382,0.0,7.431085043988269,1.4867287090789396,0.8558162267839686,0.4838709677419355,26,2,0,429258.625,128384571.0,11
BaderbinSaud,201808535,273738,569,481.0861159929701,128,63,2234,0,1,1,1,1,0,0,40577,0,70,209773,0,84,0.3583559272637352,,0.12302284710017575,1.8526110340807729,,0.14762741652021089,1,9,0,454134.165,133982914.0,12
Fahrenthold,61734492,706478,4805,147.02976066597296,8772,11174,46557,1,1,1,1,1,0,0,63959,0,4034,31468,103389,1369,0.49299726365283075,0.0,0.09328246040004624,0.2425559794966663,0.13120098474658004,0.031656838940918024,186,24,0,7695.775,96110977.0,11
golden_barbie,29091792,105811,430,246.0720930232558,633,148,23367,0,1,1,1,1,0,0,3094,0,15,415,167665,1,0.04257602862254025,0.0,0.0026833631484794273,0.0057107472134305766,21.66214470284238,0.0001788908765652952,50,22,0,20239.825,86052072.0,13
leonalewis,25060424,1200891,771,1557.5758754863814,4383,10001,8824,1,1,0,0,1,0,0,57215,0,0,7772,10386,0,0.4216410211060016,0.0,,0.057275085485202215,0.561284046692607,,88,71,0,43382.71,84455569.0,10
1capplegate,41259253,1456331,312,4667.727564102564,12450,1704,5532,0,1,1,1,1,0,0,245702,0,6661,13376,16106,207,7.359872993050563,0.0,0.3284516765285996,0.40067098011023244,1.843635531135531,0.010207100591715975,134,37,0,319610.725,89859884.0,11
_TiannaG,380097285,127773,271,471.4870848708487,476,5451,9986,1,0,1,1,1,0,0,12599,0,147,1136,77648,11,0.33688967324455854,0.0,0.01695110701107011,0.030375955933472375,9.880137422063875,0.001268450184501845,74,7,0,127236.67336683418,164081858.0,8
anggasasongko,74227838,49758,1259,39.521842732327244,113,6085,64714,0,1,1,1,0,0,0,13576,0,1816,7190,232328,994,0.23962580531285851,0.0,0.05342276351013443,0.12690848115788544,1.4416699761715648,0.029241314388256407,160,76,0,8710.925,100032126.0,13
serginhovandijk,332840651,664895,363,1831.6666666666667,226,793,4203,1,1,0,1,1,0,1,14684,0,113,6674,19122,34,0.33993101372780515,0.0,0.019455922865013773,0.1545014700094914,0.8230888429752066,0.005853994490358127,100,14,7,469810.04522613063,157386529.0,15
GisselleReyes,116986037,211810,699,303.0185979971388,470,248,117055,1,0,1,1,0,0,0,162,0,0,28,1294,0,0.001200827236540728,0.0,,0.00020755038656259495,0.2644594318414061,,51,0,59,48497.285,114066967.0,13
purijagan,214841339,2609959,2040,1279.3916666666667,938,1162,1839,1,1,0,1,1,0,0,699002,0,0,57933,7611,0,1.9692416046878523,0.0,,0.16320993914807302,0.14349547511312216,,65,72,0,117792.3,136638094.0,9
soyalonsovillal,548928682,936721,928,1009.3976293103449,1326,1940,4783,1,1,1,1,1,0,0,397905,0,61002,83908,623,12761,3.794486191638694,0.0,0.8016452901597981,0.800160207506866,0.13426724137931034,0.16769606812447435,73,0,0,144095.57,181022870.0,15
alexmorgan13,28665877,4007875,482,8315.09336099585,8337,2820,5609,1,0,1,1,1,0,0,2871406,0,40221,256377,43714,2420,52.719237689567805,0.0,1.3679681654309233,4.7071016781111155,3.488190233003511,0.0823073260322427,108,68,0,111874.85,85874678.0,12
gilbertsaldivar,26299390,13107,623,21.03852327447833,120,705,8340,1,1,0,1,0,0,0,6501,0,11,1403,9,1,0.05270197966827181,0.0,0.01765650080256822,0.011373769800736093,0.014446227929373997,0.0016051364365971107,86,0,159,82520.445,85000154.0,15
adamhillscomedy,53110793,557144,523,1065.284894837476,2275,1147,11828,1,0,1,1,1,0,0,41985,0,689,2705,19898,12,0.9789908128526792,0.0,0.028029779097677066,0.06307419670755024,0.5358575929765976,0.00048818192913225656,146,58,0,23794.39,93630562.0,15
IrynaIvanova,331771084,907471,5,181494.2,2108,321,3989,1,0,1,1,1,0,0,2179220,0,0,118646,2451,0,2318.31914893617,0.0,,126.21914893617023,40.85,,15,0,0,44079.165,157226104.0,12
CATERINAV,73245966,684816,1441,475.23664122137404,1576,6583,89004,1,0,1,1,1,0,0,17655,0,151,14853,24193,146,0.09008756174225416,0.0,0.00616402008409193,0.07578989263991509,0.3572135189806133,0.005959913458790872,89,12,0,2340.71,99702191.0,9
CMYLMZ,126571977,14510548,159,91261.30817610063,6468,0,1531,1,1,1,1,1,0,0,3946339,0,14892,166332,27182,183,138.65777730930043,0.0,31.22012578616352,5.84420786339201,10.056233814280429,0.3836477987421384,58,47,0,118342.46231155779,116671494.0,6
julioastillero,52422182,633028,31272,20.24264517779483,3878,1113,240203,0,1,1,1,0,0,0,27006,0,0,12499,6955,0,0.006642954129523585,0.0,,0.0030745124663006476,0.0032232380867637297,,104,37,0,1613.5979899497488,93453655.0,14
0naka20,130782035,60379,159,379.74213836477986,575,1024,9256,1,0,1,1,0,0,0,1839,0,5,240,23209,0,0.0786805288152997,0.0,0.0031446540880503146,0.010268258246694905,3.3946175223051043,0.0,61,59,7,313485.92,117794909.0,7
MClarke23,92424604,2149006,625,3438.4096,3776,609,4812,1,1,1,1,1,0,0,372723,0,1635,21830,10,36,3.0899316062176165,0.0,0.436,0.1809740932642487,0.016,0.0096,52,124,0,152712.74,106193300.0,9
joeldommett,62926027,266468,1998,133.36736736736736,331,3519,12063,1,1,1,1,1,0,0,14254,0,918,786,7291,8,0.06994249151111896,0.0,0.013513513513513514,0.0038567979744450333,0.05792300236744682,0.00011776482364717659,141,23,4,244084.04020100503,96497810.0,11
raylewis,2871367661,371993,2470,150.60445344129553,1000,7338,6396,0,0,1,1,1,0,0,134764,0,5985,29026,2842,1412,0.32094308168611574,0.0,0.30288461538461536,0.06912598237675638,0.05230033124769967,0.07145748987854252,67,12,0,112019.22,262738168.0,8
marahoffman,113536371,11224,439,25.567198177676538,199,1102,3177,1,0,1,1,1,0,0,1131,0,36,296,2630223,3,0.02012742027334852,0.0,0.003565415469941567,0.005267653758542141,122.27339500720561,0.0002971179558284639,103,23,47,527957.305,113025273.0,11
BalqeesFathi,356406477,2848407,329,8657.772036474164,1792,1938,32905,1,1,1,1,1,0,0,4688,0,171,850,2234,24,0.39581222559945967,0.0,0.07425097698653929,0.07176629517055048,0.04352739459122438,0.010421189752496743,165,14,0,7774.371859296482,160604148.0,12
problogger,1143031,233430,758,307.9551451187335,18387,10644,87185,1,1,1,1,1,0,0,535,0,62,172,0,5,0.0048676189609680644,,0.0014871671863756295,0.0015649167500682375,,0.00011993283761093787,59,1,0,15435.69,20935276.0,10
dewisandra,40849552,2273895,761,2988.035479632063,1983,726,7672,0,1,1,0,0,0,0,18793,0,378,9761,71252,129,0.18292694797294007,0.0,0.04139290407358739,0.09501143719277753,1.7665931123397713,0.014126149802890934,75,71,0,343687.86,89721058.0,10
KoinangeJeff,237189703,1627960,1824,892.5219298245614,759,74196,157962,1,1,1,1,1,0,0,263,0,0,49,7783,0,0.036047149122807015,0.0,,0.006716008771929825,0.021770385785893305,,198,16,0,1872.98,141899169.0,12
AnnCurry,20109973,1510802,1651,915.0829800121139,13266,1505,6441,0,1,1,1,1,0,0,31526,0,4004,4349,0,532,0.3030967282935787,,0.017702166791194896,0.04181208118215993,,0.0023520361470818394,136,53,0,88596.665,80872471.0,8
mainedcm,63701775,5767138,337,17113.169139465874,2068,2170,39744,1,0,0,1,1,0,0,1112846,0,24649,204754,1332313,9339,37.52515511195036,0.0,3.4829730111629225,6.904302670623146,43.92723376195186,1.3196269605765154,117,39,0,49544.42211055276,96725242.0,8
emrata,557379987,1511894,261,5792.697318007663,3305,1911,1973,0,0,1,1,1,0,0,1401575,0,3190,98611,379592,184,43.30660610554937,0.0,0.421455938697318,3.046934865900383,31.61685823754789,0.024309684238340602,110,15,0,85479.94974874372,181869182.0,6
JheneAiko,21247989,2126288,1,2126288.0,3951,25903,908,0,1,1,1,1,0,0,2056230,0,87901,610445,107803,13009,23909.6511627907,0.0,1010.3563218390805,7098.197674418605,3992.703703703704,149.5287356321839,117,38,0,17284.72,82073866.0,9
TheTedAllen,60395840,250685,1828,137.13621444201314,2573,6078,21956,0,1,1,1,1,0,0,4923,0,1151,214,127618,20,0.04019563016427708,0.0,0.005940093307460468,0.0017472810999706065,2.585663343869033,0.00010321621733206723,158,46,0,6293.21,95720526.0,11
NayaRivera,75206471,1534299,126,12176.97619047619,11045,841,4841,1,0,0,1,1,0,0,433243,0,0,35731,601,0,19.761129355956943,0.0,,1.6297664659733626,0.18345543345543347,,63,48,11,141073.695,100329292.0,10
rolandsmartin,16116288,544109,3690,147.4550135501355,4915,28956,480493,1,1,1,1,1,0,0,7886,0,935,1997,251208,194,0.04452348690153568,0.0,0.023035230352303523,0.011274841915085817,0.4828230409963674,0.00477950234047795,176,37,0,493.9,67541709.0,13
louiespence,116410075,771691,399,1934.062656641604,1262,3,6097,0,1,1,0,1,0,0,1405,0,0,69,65,0,0.01796583294972124,0.0,,0.000882307810342182,0.040726817042606514,,62,0,0,133467.89,113912799.0,11
alaindebotton,19966557,868539,1909,454.97066526977477,9586,6282,4107,0,1,1,1,1,1,0,74516,0,60,10759,2216,1,0.29348909203338364,0.0,0.001746114894360049,0.04237545146260097,0.02369014656674613,2.9101914906000814e-05,120,3,0,304051.05,80741039.0,13
lauramarano,467048692,1865901,941,1982.8916046758768,2511,5900,30932,0,1,1,1,1,0,0,306781,0,34316,38634,1205,1248,15.524568594706746,0.0,0.21836878845921337,1.9550630028844695,0.1067127169677648,0.007941608812131316,178,5,0,17960.905,173931521.0,11
Carl_Froch,43883714,684877,772,887.1463730569948,990,3141,3939,1,1,1,1,1,0,0,86071,0,10313,5356,4987,610,1.0228525930503398,0.0,0.18299737383774575,0.06364975994676048,0.3588802533103051,0.01082404712896586,124,53,23,170252.335,90941422.0,10
macabeso,128688147,377193,477,790.7610062893082,918,6595,8387,1,1,0,1,1,0,0,976903,0,24431,191197,36148,3536,12.880595440581201,0.0,3.2011268343815513,2.5209577680207795,3.0312788259958072,0.46331236897274636,61,58,0,131564.035,117238761.0,8
jona2santos,240458716,1451080,215,6749.209302325581,3370,884,2258,1,1,0,1,1,0,0,517688,0,0,62516,50117,0,20.234043384795775,0.0,,2.443462966581982,2.877806488659202,,131,24,20,398327.665,142560313.0,11
LarryLNichols,16557087,250262,200250,1.2497478152309613,1049,86316,32876,0,1,1,1,0,0,0,1715,0,527,441,0,40,0.0004757941462061312,,1.4459947044216706e-05,0.00012234706616729088,,1.0975291874168278e-06,176,0,0,6806.135,70016075.0,13
SethDavisHoops,38002432,299834,1270,236.08976377952757,5117,114,80877,1,1,0,1,1,0,0,14642,0,159,1581,24410,1,0.074864505573167,0.0,0.01251968503937008,0.008083648634829736,0.5339020122484689,7.874015748031497e-05,57,75,0,3764.675,88631352.0,14
AndreDrummond,244800486,841341,1781,472.39809096013477,1464,6797,20397,1,1,1,1,1,0,0,222306,0,3846,31848,626443,440,1.8356012815008091,0.0,0.13496631106120158,0.2629718928559633,3.0322126275436116,0.015440763615946098,137,22,1,39712.535,143441514.0,13
melissagorga,186598799,920361,8472,108.63562322946176,2668,89,16550,0,1,1,1,1,0,0,13515,0,37,289,385,0,0.012864959334734532,0.0,0.0010918319169027383,0.0002750997593591032,0.0006311640961074389,0.0,150,4,0,45177.13,130629773.0,12
carlos__alsina,255988123,282223,736,383.45516304347825,3122,23,10308,0,0,0,1,0,0,0,31473,0,45,11262,15277,4,2.5154251918158566,0.0,0.030570652173913044,0.9000959079283888,0.11467841700696614,0.002717391304347826,188,20,0,218826.22,145456629.0,14
Mark_Beech,50227161,1249455,6125,203.9926530612245,439,187,22751,0,1,1,1,1,0,0,41153,0,0,19691,5,0,0.033763101220387656,0.0,,0.016155061019382626,0.0008163265306122449,,98,1,0,97108.91,92900623.0,10
DJDRAMA,19575977,2067547,1995,1036.3644110275688,6431,595,33485,0,1,1,1,1,0,0,10343,0,293,3026,31444,59,0.07302057961805923,0.0,0.00293734335839599,0.02136326732323767,0.19951143681989786,0.0005914786967418546,153,31,0,135249.665,80106692.0,7
JonnyBones,56518880,2301903,8,287737.875,6564,869,15057,1,1,1,0,1,0,0,865752,0,18,78775,8687,0,621.948275862069,0.0,2.25,56.59123563218391,45.244791666666664,0.0,30,88,0,41240.16582914573,94603298.0,10
iqbaale,141186163,2501920,780,3207.5897435897436,2786,62,15454,1,1,1,1,0,0,0,522837,0,26761,472775,15459,19498,4.087218574108818,0.0,2.0181749622926093,3.695864602876798,1.5245562130177515,1.4704374057315235,56,23,34,139014.7525773196,120310888.0,7
HShanholtz,69923007,39317,1148,34.248257839721255,315,1921,13701,1,1,1,1,0,0,0,807,0,19,138,1,2,0.003623513775638493,0.0,0.0033101045296167245,0.0006196343259456159,0.0008710801393728223,0.0003484320557491289,106,0,174,272239.59,98647184.0,10
Alelajarocha,2249074058,241434,679,355.57290132547865,307,12487,10375,1,1,1,1,1,0,0,43242,0,79,912,111108,2,0.796060382916053,0.0,0.006843974703283376,0.01678939617083947,1.6042623234860953,0.00017326518236160444,142,13,1,140441.00502512563,234293870.0,12
AlexGaskarth,18734884,1853224,589,3146.390492359932,8247,24916,26281,1,0,1,1,1,0,0,194399,0,54626,25224,7098,2974,6.227344075343563,0.0,0.6921166662443301,0.8080212704616074,0.9269949066213922,0.03768086562096141,148,16,0,8844.79,78435998.0,12
LarryMadowo,38671739,1835171,2113,868.5144344533838,854,7580,62085,1,1,1,1,1,0,0,78365,0,4531,10790,318,516,0.44151285691749487,0.0,0.019494041216710407,0.06079147229170893,0.025082820634169428,0.0022200232328012733,93,13,185,30384.5,88870074.0,11
soujorge,156721917,2531039,362,6991.82044198895,1425,208,3503,0,1,1,1,1,0,0,25966,0,74,3213,1776,7,0.38983305308671634,0.0,0.03406998158379374,0.04823744895508047,0.49060773480662984,0.0032228360957642726,42,0,0,368793.545,123878175.0,8
MirandaKerr,141052723,5252182,649,8092.730354391371,8378,9,3749,0,0,0,1,1,0,0,34328,0,0,4187,59,0,0.26713981105352447,0.0,,0.03258315045680223,0.045454545454545456,,57,0,0,120022.48,120277162.0,11
Realomosexy,67888012,1242010,4553,272.789369646387,2062,1668,29228,1,1,1,1,1,0,0,5377,0,40,496,100,2,0.007335276856567167,0.0,0.004392708104546453,0.0006766407515077766,0.0005936092033170883,0.00021963540522732265,58,134,0,26181.78,98026074.0,11
shouta0811aoi,167733138,914574,576,1587.8020833333333,8862,29,15686,0,0,0,1,0,0,0,1148015,0,17125,173704,26618,3091,13.026677106027597,0.0,1.9820601851851853,1.9710421205519246,1.4441189236111112,0.3577546296296296,47,29,0,17330.6,126440899.0,13
HendSabry,47763245,5542224,632,8769.341772151898,2421,5118,8539,1,1,1,1,1,0,0,45606,0,1243,1653,17330,17,0.8590641952983725,0.0,0.06781972937581841,0.031136980108499093,0.31884751251103916,0.0009275425578350064,149,21,0,45720.02512562814,92271104.0,9
gautam_rode,1025676589,1705008,788,2163.715736040609,251,751,4975,1,1,1,1,1,0,0,58306,0,424,8505,17,119,0.393576520142564,0.0,0.04891555145362252,0.05741035749000972,0.021573604060913704,0.013728657129672358,41,1,11,66925.625,203144084.0,11
moulysurya,14314492,147354,355,415.08169014084507,0,209,26086,0,1,1,1,0,0,0,806,0,29,409,180850,13,0.04633515377982179,0.0,0.0024026512013256007,0.023512503592986487,4.391694997571636,0.0010770505385252693,158,33,0,202053.13065326633,54549495.0,10
lovejourdan,241549146,40816,114,358.03508771929825,147,2100,2664,0,1,1,1,1,0,0,1916,0,37,316,581998,3,0.13028695770433837,0.0,0.008322087269455691,0.02148782809737522,159.5389254385965,0.0006747638326585696,81,9,0,284759.765,142786348.0,11
aguerosergiokun,139092348,13420699,132,101671.96212121213,19036,819,4744,1,1,1,1,1,0,0,2180441,0,41176,193596,24111,3773,96.03774665257222,0.0,44.56277056277057,8.526955602536999,8.698051948051948,4.083333333333333,61,39,0,223775.37,119802652.0,15
GuidoKarp,42947922,47415,71,667.8169014084507,70,104,1100,1,1,1,1,0,0,0,219,0,10,42,0,0,0.018360160965794767,,0.0044014084507042256,0.0035211267605633804,,0.0,46,13,0,902626.54,90529206.0,9
AzmiShabana,122928781,3333464,288,11574.527777777777,2694,3542,20606,1,1,0,1,1,0,0,71238,0,8,6597,140738,1,4.667059748427673,0.0,0.027777777777777776,0.4321933962264151,3.4413634585289516,0.003472222222222222,152,48,0,25431.423469387755,115643796.0,11
DeNigris9,329190322,701165,645,1087.077519379845,856,10992,10751,1,0,0,1,1,0,0,138945,0,16372,10608,33943,968,5.523553965414431,0.0,0.2884425651867512,0.42170542635658914,0.7626783507471071,0.017054263565891473,174,9,0,67162.36224489796,156879508.0,9
SHUUTY_ss,177903766,1186551,500,2373.102,4702,1,4705,0,0,0,1,1,0,0,4439390,0,80819,516693,47808,5573,55.84138364779874,0.0,7.697047619047619,6.499283018867924,4.7808,0.5307619047619048,41,21,0,141788.775,128774218.0,9
camilogarcia,15737712,314249,5859,53.6352619901007,885,27835,38760,1,0,1,1,1,0,0,1064,0,7,288,70716,2,0.0020404601774663394,0.0,0.00014934289127837514,0.0005523050104420166,0.11832976918365912,4.266939750810719e-05,143,31,0,28219.527638190953,65030277.0,12
Playshis,82058420,4852,470,10.323404255319149,49,2726,84869,0,0,1,1,0,0,0,188,0,26,79,44151,8,0.005797101449275362,0.0,0.0007278835386338186,0.0024360160345359236,1.7079690522243713,0.00022396416573348263,154,24,0,1551.99,102506533.0,8
JAlvarezFlow,86962432,3266636,1004,3253.621513944223,3228,13519,68756,0,0,1,1,1,0,0,13811,0,15,1498,247,4,0.09896385680300382,0.0,0.00298804780876494,0.010734042248273096,0.00439314171883893,0.0007968127490039841,138,0,0,132683.055,104253748.0,12
fbhutto,84352985,2542795,1010,2517.6188118811883,2374,3531,4032,0,1,1,1,1,0,0,102890,0,6523,20852,30049,1576,1.323003728944323,0.0,0.06523652365236524,0.26812395525266813,1.2396452145214523,0.01576157615761576,141,30,0,61609.53,103304217.0,7
mehmetbaransu,182536597,545743,326,1674.058282208589,1735,1,191,0,1,1,1,0,0,0,39,0,15,17,0,9,0.1196319018404908,,0.046012269938650305,0.05214723926380368,,0.027607361963190184,0,0,0,27.0,129761165.0,13
NikkiLeighxo,25044415,240212,831,289.06377858002406,632,882,18148,1,1,1,1,1,0,0,15530,0,27,968,302073,3,0.10499060290160765,0.0,0.0036101083032490976,0.006544166362444057,27.96195501249653,0.00040112314480545525,47,21,34,52984.955,84441760.0,12
riantic,67600610,1473134,236,6242.093220338983,1249,38,25117,1,1,0,1,1,0,0,880,0,0,49,0,0,0.01864406779661017,,,0.0010381355932203389,,,53,0,56,162402.445,97938148.0,7
raghebalama,55043362,6136193,509,12055.388998035363,4160,13935,37785,1,1,1,1,1,0,0,7677,0,12,974,2195,5,1.256876227897839,0.0,0.023575638506876228,0.15946299934512115,0.023060840696342833,0.009823182711198428,189,6,0,5276.97,94168681.0,11
shakira,44409004,52105401,210,248120.95714285714,99012,1677,6842,1,1,1,1,1,0,0,3036931,0,173433,299253,69665,22119,187.8126777983921,0.0,12.705714285714285,18.506679035250464,5.719622331691297,1.6204395604395605,83,1,0,15143.93,91129087.0,7
BrunoMars,100220864,43267291,98,441502.9693877551,37230,414,4687,0,0,1,0,1,0,0,3439492,0,33193,509325,265088,2937,211.42685025817556,0.0,18.816893424036284,31.30839685271699,169.0612244897959,1.6649659863945576,59,72,0,160384.155,109170424.0,9
OnofreFrias,147293432,1573,1858,0.8466092572658773,36,367,4296,1,1,1,1,0,0,0,24,0,0,36,74,0,6.523795544247644e-05,0.0,,9.785693316371466e-05,0.01991388589881593,,73,0,1,368109.06,121719408.0,11
FIONAFERRER,142038391,41280,476,86.72268907563026,341,2165,26238,1,1,1,1,1,0,0,882,0,26,238,15375,5,0.01764705882352941,0.0,0.0034138655462184874,0.0047619047619047615,0.40886607807680037,0.0006565126050420169,183,28,38,315771.73,120511721.0,11
alimouinjaber,37181562,1484411,1249,1188.4795836669336,787,11125,12341,1,1,0,1,1,0,0,29993,0,445,2843,5201,20,0.585697826553926,0.0,0.02544893057302985,0.05551758479954696,0.028718146931338173,0.0011437721605856114,165,21,14,10176.6,88342458.0,13
DJohnsonPGA,257013116,774747,131,5914.099236641221,2756,970,4177,1,1,1,1,1,0,0,217381,0,6212,13635,921,310,9.647656666074916,0.0,15.806615776081424,0.6051393573584235,0.28122137404580155,0.7888040712468193,118,32,0,226330.365,145637588.0,11
adrienbrody,3353566654,1222557,0,,231,5,95,0,0,1,1,1,0,0,24304,0,35,7303,0,0,,,,,,,18,0,0,1506039.8210526316,282850747.0,11
Shaheizy_Sam,106118382,2267546,1906,1189.688352570829,881,3,14198,0,1,0,1,0,0,0,5384,0,0,193,0,0,0.014123819517313747,,,0.000506295907660021,,,19,0,0,66613.75,110906235.0,12
KeerthyOfficial,4210945993,2726099,248,10992.334677419354,451,4892,2828,0,1,0,1,1,0,0,834470,0,14840,79440,29280,3391,25.490896871945257,0.0,9.973118279569894,2.4266862170087977,1.9042663891779397,2.2788978494623655,187,115,0,87609.35,294398426.0,15
WilliamShatner,15227791,2524176,593,4256.620573355818,26471,8769,94830,0,1,1,1,1,0,0,85214,0,32,7402,749,0,0.7331624049282445,0.0,0.05396290050590219,0.0636851705268954,0.4210230466554244,0.0,19,149,0,2029.935,61448692.0,14
MsSophiaLucia,263926669,131780,1329,99.15726109857036,103,4357,4633,1,0,1,1,1,0,0,24520,0,119,1802,357333,9,0.13566148807152656,0.0,0.008954100827689992,0.0099699021820918,5.601533107599699,0.0006772009029345372,85,3,0,277476.6443298969,146882635.0,13
aryfranklin,20539986,673684,150,4491.2266666666665,6048,83,988,1,1,1,1,0,0,0,700,0,13,1468,449852,2,0.03333333333333333,0.0,0.0033333333333333335,0.0699047619047619,90.87919191919192,0.0005128205128205128,66,1,0,1108023.623115578,81374320.0,11
PadronLeonardo,531592235,308485,402,767.3756218905472,497,9,1521,0,1,0,1,0,0,0,611,0,17,5519,8770,95,0.009101200583906814,0.0,0.0028192371475953566,0.08220871689456907,1.2832894351770558,0.01575456053067993,150,0,0,486780.84924623114,179352116.0,14
MYAPLANET9,21838634,925244,2741,337.5570959503831,5171,48,32306,1,1,1,1,1,0,0,8779,0,0,2271,24,0,0.016094701893267872,0.0,,0.0041634659983610135,0.008755928493250638,,87,0,139,97652.17,82616638.0,10
sharon_cuneta12,456697074,1089276,973,1119.502569373073,658,2588,27441,1,1,1,1,0,0,0,50807,0,1794,4208,0,221,0.31455936799613665,,0.05422888579892389,0.0260528238338761,,0.006680369989722507,13,0,0,30310.945,172940960.0,15
AngelinaArmani,18675826,95749,318,301.0974842767296,591,48,7296,1,1,1,1,0,0,0,1108,0,55,239,15427,22,0.021776729559748426,0.0,0.004941599281221923,0.004697327044025157,9.70251572327044,0.001976639712488769,42,0,17,418045.515,78329625.0,14
MrPeterAndre,24086418,3258975,6973,467.3705722070845,5314,14,14056,0,1,1,1,1,0,0,71140,0,551,4732,2942,32,0.06416483345013606,0.0,0.0030391951372877803,0.004268034746781612,0.030136649525721662,0.00017650498074992554,62,39,0,176265.2462311558,83983353.0,12
AdamSandler,316756361,2519271,66,38170.77272727273,3985,705,595,1,0,1,1,1,0,0,2523803,0,0,284320,114410,0,455.2314213564214,0.0,,51.284271284271284,14.943834900731451,,148,3,17,129029.025,155083390.0,11
henrygayle,45452226,4461802,54,82625.96296296296,3912,148,14633,0,0,1,1,1,0,0,559419,0,0,37291,6456,0,64.34541062801932,0.0,,4.289279963193007,3.065527065527066,,72,19,0,128711.325,91496567.0,10
wojespn,50323173,3962855,1322,2997.621028744327,30316,7171,17129,1,1,1,1,1,0,0,1353787,0,30055,251948,51642,3068,7.111421037149101,0.0,3.7890821986888557,1.3234787359220037,0.7812708018154311,0.38678769541099345,74,35,0,11989.825,92933020.0,7
whianwamos,58152290,2250797,154,14615.564935064935,2361,4,24541,0,1,1,1,0,0,0,29375,0,37,3256,988,6,1.263223531435452,0.0,0.24025974025974026,0.14001892147587514,0.13946922642574816,0.03896103896103896,81,53,0,41527.419191919194,95068384.0,10
bethanyhamilton,102850084,1425000,2664,534.9099099099099,1656,5984,10767,1,1,1,1,1,0,0,24610,0,31,1920,2212,3,0.05248856811356812,0.0,0.005818318318318318,0.004095004095004095,0.037742287742287745,0.0005630630630630631,60,5,0,38905.275,109993383.0,15
serdargut,54491223,269969,94,2872.0106382978724,896,5,3807,0,0,0,0,0,0,0,1439,0,0,332,0,0,0.07654255319148937,,,0.017659574468085106,,,200,0,0,82914.965,94034082.0,9
isidorabjelica,379216299,260207,5275,49.32834123222749,284,42246,19500,1,1,0,1,1,0,0,415,0,28,30,250166,0,0.0019188533117558662,0.0,0.0002527646129541864,0.0001387122875968096,0.39520695102685627,0.0,145,5,0,81205.63736263737,163956809.0,14
shymofficiel,125430181,2985763,288,10367.232638888889,2843,1413,16273,0,1,1,1,1,0,0,91475,0,0,14382,1275,0,1.8466367894056848,0.0,,0.2903343023255814,0.15811011904761904,,64,59,0,182659.465,116366025.0,12
Sagnaofficial,243175199,784907,174,4510.959770114942,5678,142,854,0,1,1,1,1,0,0,65251,0,1219,7777,122,81,1.984157392203369,0.0,1.4011494252873564,0.2364836100468284,0.11685823754789271,0.09310344827586206,67,0,0,480812.495,143127215.0,13
LanaDelRey,45266183,9711815,1288,7540.2290372670805,14396,794,253,1,1,1,1,1,0,0,11794018,0,461354,2374615,22066,93108,59.848668452888404,0.0,8.736441448265413,12.049968538139893,2.8553312629399583,1.7631419481896682,60,0,0,289291.395,91420149.0,10
AlrifaieShireen,387757472,150197,1289,116.52211016291699,124,3340,24642,1,1,1,1,1,0,0,176,0,52,79,315686,17,0.007186313339594137,0.0,0.0004919676815076917,0.003225674737658732,2.499057962983487,0.0001608355881852069,179,7,78,70489.04020100503,165256203.0,15
TheBethPhoenix,97690357,924640,891,1037.7553310886644,4738,6466,9815,0,1,0,1,1,0,0,213460,0,1777,19696,6000,212,1.7487117730426733,0.0,0.04431974061603691,0.16135401050242898,0.3741114852225963,0.005287442324479362,118,76,0,41169.335,108228860.0,14
JosieLong,19589086,129940,3069,42.339524275008145,1923,54896,87839,0,1,1,1,0,0,0,3196,0,1121,367,21691,79,0.02892726548640527,0.0,0.003546267561300446,0.0033217479454038593,0.11586515605553152,0.0002499153767553392,168,16,0,28268.21,80137438.0,9
VLADDO,15930883,1304375,1844,707.3617136659436,3002,11950,24820,1,1,1,1,1,0,0,16267,0,526,4979,69262,76,0.2673207125484783,0.0,0.01782809110629067,0.08182146848090449,0.2487466061398342,0.0025759219088937095,189,28,0,2970.895,66402524.0,6
